#|frequency	|flux	|
101.812791919	0.000432168453699	
101.810838583	0.000986091210507	
101.808885247	0.000950087269302	
101.806931911	0.000573985627852	
101.804978575	2.21318605327e-05	
101.803025239	0.000196879002033	
101.801071903	0.00065855414141	
101.799118567	0.000545078248251	
101.797165231	0.000686561397742	
101.795211895	0.00103048549499	
101.793258559	-0.000577593571506	
101.791305223	0.000760893512052	
101.789351887	0.000608725473285	
101.787398551	-9.75345465122e-05	
101.785445215	0.000379427307053	
101.783491879	0.000600358471274	
101.781538543	-0.000306305970298	
101.779585207	-0.000384735700209	
101.777631871	0.000619135913439	
101.775678535	0.0008130032802	
101.773725199	-8.01252972451e-05	
101.771771863	-0.000357531447662	
101.769818527	0.000184126678505	
101.767865191	0.00132631289307	
101.765911855	-0.000375534436898	
101.763958519	2.56057569459e-06	
101.762005183	-9.73632777459e-05	
101.760051847	0.000123727368191	
101.758098511	1.93791092897e-05	
101.756145175	-0.000143618366565	
101.754191839	-0.000922345556319	
101.752238503	-0.000885254179593	
101.750285167	-0.00152981164865	
101.748331831	-0.00106949615292	
101.746378495	-0.000966213876382	
101.744425159	-0.000265625829343	
101.742471823	0.000292753858957	
101.740518487	0.000564366346225	
101.738565151	0.00063410459552	
101.736611815	-0.000299958861433	
101.734658479	0.000589437491726	
101.732705143	0.000339432008332	
101.730751807	4.42149939772e-05	
101.728798471	-0.000580677995458	
101.726845135	0.00114505481906	
101.724891799	-0.000576894788537	
101.722938463	-0.00131587614305	
101.720985127	0.000236110208789	
101.719031791	-0.000858892686665	
101.717078455	0.000162365453434	
101.715125119	-8.69135474204e-05	
101.713171783	0.000137642869959	
101.711218447	-0.00013938570919	
101.709265111	0.000480937713291	
101.707311775	-0.000655004405417	
101.705358439	-0.000646290194709	
101.703405103	-0.00133156217635	
101.701451767	0.000225220850552	
101.699498431	-0.000192495761439	
101.697545095	0.000968570413534	
101.695591759	0.000177273803274	
101.693638423	0.000922998529859	
101.691685087	0.00015894738317	
101.689731751	-1.055366738e-05	
101.687778415	-0.000164866258274	
101.685825079	0.000949189823586	
101.683871743	0.00166579673532	
101.681918407	0.000145392405102	
